1	-0.9708577
2	-0.9785376
3	-0.962092
4	-0.9644527
5	-0.9549733
6	-0.9553698
7	-0.9780374
8	-0.9478912
9	-0.9710834
10	-0.9571937
11	-0.9657825
12	-0.9531067
13	-0.9768174
14	-0.9594568
15	-0.9660692
16	-0.9480071
17	-0.9691558
18	-0.9899873
19	-0.9503434
20	-0.9720228
21	-0.9706503
22	-0.9395586
23	-0.9552051
24	-0.96136
25	-0.9721265
26	-0.9612868
27	-0.9846742
28	-0.9632998
29	-0.9434199
30	-0.9791781
31	-0.9754205
32	-0.9830577
33	-0.9303354
34	-0.9731269
35	-0.9670635
36	-0.9703331
37	-0.9798796
38	-0.9578586
39	-0.9606646
40	-0.9554735
41	-0.9513926
42	-0.9491295
43	-0.9706198
44	-0.9666853
45	-0.9530335
46	-0.9874192
47	-0.9759817
48	-0.9579257
49	-0.9625373
50	-0.9830455
51	-0.97539
52	-0.9533568
53	-0.9510998
54	-0.9669964
55	-0.9605792
56	-0.9680151
57	-0.96868
58	-0.959469
59	-0.9769089
60	-0.9714067
61	-0.9456342
62	-0.9648309
63	-0.9676308
64	-0.9936534
65	-0.9571998
66	-0.9639159
67	-0.992531
68	-0.9832834
69	-0.9711139
70	-0.9641904
71	-0.9943671
72	-0.9855038
73	-0.9851683
74	-0.9780374
75	-0.967033
76	-0.9719801
77	-0.9601766
78	-0.9602742
79	-0.9547232
80	-0.9849731
81	-0.9693388
82	-0.9717727
83	-0.946354
84	-0.9322447
85	-0.9581087
86	-0.9699671
87	-0.9682164
88	-0.9646235
89	-0.9566142
90	-0.9698329
91	-0.9741883
92	-0.9351849
93	-0.971425
94	-0.9863517
95	-0.9732428
96	-0.94672
97	-0.9499835
98	-0.9917929
99	-0.9656849
100	-0.9456891
101	-0.9666914
102	-0.9635621
103	-0.9775494
104	-0.964593
105	-0.9694242
106	-0.9468786
107	-0.9603108
108	-0.9857966
109	-0.9577976
110	-0.963983
111	-0.9602071
112	-0.9632815
113	-0.9742066
114	-0.9490014
115	-0.9543999
116	-0.964654
117	-0.9467688
118	-0.9502153
119	-0.9660631
120	-0.973804
121	-0.9953431
122	-0.9484036
123	-0.9535764
124	-0.9569131
125	-0.9445484
126	-0.9635194
127	-0.9585601
128	-0.9737064
129	-0.9672099
130	-0.9747434
131	-0.9775067
132	-0.9515512
133	-0.9762196
134	-0.9873216
135	-0.9631839
136	-0.9644039
137	-0.9707906
138	-0.9685092
139	-0.9781472
140	-0.9782082
141	-0.9875656
142	-0.9522893
143	-0.9474703
144	-0.9577244
145	-0.9718337
146	-0.9562482
147	-0.9696316
148	-0.9854062
149	-0.992348
150	-0.9596398
151	-0.9817523
152	-0.9554003
153	-0.9518013
154	-0.9842472
155	-0.9621652
156	-0.9423341
157	-0.9737857
158	-0.9410226
159	-0.9709126
160	-0.9804591
161	-0.9489282
162	-0.9632632
163	-0.9692656
164	-0.9707113
165	-0.946598
166	-0.9773786
167	-0.9775494
168	-0.9709797
169	-0.9545951
170	-0.9512767
171	-0.9617809
172	-0.9453292
173	-0.9733953
174	-0.9712542
175	-0.9805018
176	-0.9654409
177	-0.9357034
178	-0.9548879
179	-0.9469579
180	-0.9670513
181	-0.9752375
182	-0.9722851
183	-0.9671306
184	-0.9572669
185	-0.9848755
186	-0.944707
187	-0.9578891
188	-0.9703575
189	-0.9765612
190	-0.9523869
191	-0.9862053
192	-0.9841374
193	-0.947513
194	-0.9706869
195	-0.9493613
196	-0.972523
197	-0.9700037
198	-0.9734441
199	-0.9607561
200	-0.9733343
201	-0.9558822
202	-0.9983687
203	-0.9686068
204	-0.955992
205	-0.9853879
206	-0.9729195
207	-0.9796051
208	-0.9535215
209	-0.9699244
210	-0.950319
211	-0.9600119
212	-0.9618175
213	-0.9865225
214	-0.9787145
215	-0.9519233
216	-0.9620127
217	-0.9609757
218	-0.9809349
219	-0.9387595
220	-0.9573889
221	-0.9544792
222	-0.9589444
223	-0.9475191
224	-0.9634889
225	-0.9543328
226	-0.9525211
227	-0.9813497
228	-0.9616772
229	-0.9703575
230	-0.9603474
231	-0.9724681
232	-0.9556138
233	-0.958859
234	-0.9455732
235	-0.9900056
236	-0.948062
237	-0.9563397
238	-0.9679053
239	-0.9598472
240	-0.9659228
241	-0.9671611
242	-0.979904
243	-0.9430722
244	-0.9596825
245	-0.9505142
246	-0.9601583
247	-0.9487574
248	-0.9493247
249	-0.9759878
250	-0.9617138
251	-0.9408396
252	-0.9598533
253	-0.9922199
254	-0.9704734
255	-0.9704246
256	-0.9706991
257	-0.9819231
258	-0.9548025
259	-0.9576634
260	-0.9907498
261	-0.9292679
262	-0.9588346
263	-0.9698451
264	-0.978928
265	-0.9836982
266	-0.9625312
267	-0.9970877
268	-0.9441275
269	-0.9894627
270	-0.9900178
271	-0.9813863
272	-0.9798186
273	-0.9728402
274	-0.985882
275	-0.9404797
276	-0.9805262
277	-0.9461039
278	-0.9571632
279	-0.9909023
280	-0.9641172
281	-0.9518379
282	-0.9724986
283	-0.9586882
284	-0.9742249
285	-0.9578403
286	-0.9103274
287	-0.9514109
288	-0.9485012
289	-0.9690704
290	-0.9701806
291	-0.9710163
292	-0.9472202
293	-0.959042
294	-0.9617138
295	-0.9618236
296	-0.9577732
297	-0.9617138
298	-0.973926
299	-0.9538814
300	-0.9574682
301	-0.9436944
302	-0.9746397
303	-0.9499408
304	-0.9672282
305	-0.9549306
