#A #B
607.0765 -0.19261
607.077 -0.19249
607.0775 -0.19266
607.078 -0.19283
607.0785 -0.19269
607.079 -0.19294
607.0795 -0.19256
607.08 -0.19248
607.0805 -0.19261
607.081 -0.19288
607.0815 -0.19306
607.082 -0.19306
607.0825 -0.19311
607.083 -0.19298
607.0835 -0.19292
607.084 -0.19288
607.0845 -0.19309
607.085 -0.19303
607.0855 -0.19261
607.086 -0.19262
607.0865 -0.19291
607.087 -0.19325
607.0875 -0.19269
607.088 -0.19288
607.0885 -0.1928
607.089 -0.19267
607.0895 -0.19325
607.09 -0.19321
607.0905 -0.19315
607.091 -0.19308
607.0915 -0.19297
607.092 -0.19359
607.0925 -0.19339
607.093 -0.19343
607.0935 -0.19326
607.094 -0.19328
607.0945 -0.1933
607.095 -0.19372
607.0955 -0.19366
607.096 -0.19339
607.0965 -0.19374
607.097 -0.19386
607.0975 -0.19372
607.098 -0.19424
607.0985 -0.19444
607.099 -0.19336
607.0995 -0.19425
607.1 -0.19453
607.1005 -0.19408
607.101 -0.19384
607.1015 -0.19447
607.102 -0.19452
607.1025 -0.19433
607.103 -0.19512
607.1035 -0.19438
607.104 -0.19574
607.1045 -0.19532
607.105 -0.19492
607.1055 -0.1948
607.106 -0.19515
607.1065 -0.1956
607.107 -0.19568
607.1075 -0.19562
607.108 -0.1953
607.1085 -0.19636
607.109 -0.19735
607.1095 -0.19636
607.11 -0.19743
607.1105 -0.19707
607.111 -0.19723
607.1115 -0.19787
607.112 -0.19872
607.1125 -0.19875
607.113 -0.19991
607.1135 -0.20019
607.114 -0.20126
607.1145 -0.19923
607.115 -0.2008
607.1155 -0.20228
607.116 -0.20142
607.1165 -0.20334
607.117 -0.20279
607.1175 -0.20512
607.118 -0.20603
607.1185 -0.20661
607.119 -0.20753
607.1195 -0.20772
607.12 -0.21213
607.1205 -0.21213
607.121 -0.2141
607.1215 -0.2142
607.122 -0.21494
607.1225 -0.21717
607.123 -0.22196
607.1235 -0.22183
607.124 -0.22689
607.1245 -0.22721
607.125 -0.23024
607.1255 -0.2344
607.126 -0.23592
607.1265 -0.24175
607.127 -0.24649
607.1275 -0.24925
607.128 -0.25786
607.1285 -0.26619
607.129 -0.27219
607.1295 -0.27978
607.13 -0.28475
607.1305 -0.29857
607.131 -0.32082
607.1315 -0.33884
607.132 -0.3592
607.1325 -0.38432
607.133 -0.41296
607.1335 -0.44298
607.134 -0.45852
607.1345 -0.47991
607.135 -0.50373
607.1355 -0.52141
607.136 -0.53274
607.1365 -0.54209
607.137 -0.55307
607.1375 -0.54669
607.138 -0.5408
607.1385 -0.5325
607.139 -0.51743
607.1395 -0.51239
607.14 -0.49724
607.1405 -0.48163
607.141 -0.46392
607.1415 -0.43714
607.142 -0.42768
607.1425 -0.40642
607.143 -0.3822
607.1435 -0.36881
607.144 -0.35322
607.1445 -0.3379
607.145 -0.32368
607.1455 -0.31236
607.146 -0.30185
607.1465 -0.29354
607.147 -0.27345
607.1475 -0.26684
607.148 -0.26245
607.1485 -0.25989
607.149 -0.2534
607.1495 -0.24722
607.15 -0.2442
607.1505 -0.24207
607.151 -0.24196
607.1515 -0.24149
607.152 -0.24009
607.1525 -0.23812
607.153 -0.24379
607.1535 -0.23882
607.154 -0.24242
607.1545 -0.24124
607.155 -0.24186
607.1555 -0.24287
607.156 -0.2414
607.1565 -0.24477
607.157 -0.24075
607.1575 -0.24778
607.158 -0.2474
607.1585 -0.24904
607.159 -0.25346
607.1595 -0.25502
607.16 -0.25606
607.1605 -0.26143
607.161 -0.26495
607.1615 -0.26855
607.162 -0.2759
607.1625 -0.28854
607.163 -0.30229
607.1635 -0.30538
607.164 -0.32323
607.1645 -0.34383
607.165 -0.36125
607.1655 -0.3796
607.166 -0.40261
607.1665 -0.42143
607.167 -0.45857
607.1675 -0.47465
607.168 -0.49639
607.1685 -0.51147
607.169 -0.52694
607.1695 -0.53551
607.17 -0.54075
607.1705 -0.54457
607.171 -0.54691
607.1715 -0.53687
607.172 -0.53208
607.1725 -0.51464
607.173 -0.51457
607.1735 -0.48753
607.174 -0.47311
607.1745 -0.452
607.175 -0.43071
607.1755 -0.41728
607.176 -0.39268
607.1765 -0.37406
607.177 -0.35925
607.1775 -0.3385
607.178 -0.32652
607.1785 -0.31449
607.179 -0.29453
607.1795 -0.28851
607.18 -0.27138
607.1805 -0.2612
607.181 -0.25483
607.1815 -0.24371
607.182 -0.23899
607.1825 -0.23362
607.183 -0.22616
607.1835 -0.22364
607.184 -0.21548
607.1845 -0.21445
607.185 -0.21262
607.1855 -0.20753
607.186 -0.207
607.1865 -0.20602
607.187 -0.2029
607.1875 -0.20417
607.188 -0.20211
607.1885 -0.20221
607.189 -0.20026
607.1895 -0.19976
607.19 -0.20006
607.1905 -0.20028
607.191 -0.19796
607.1915 -0.19841
607.192 -0.19881
607.1925 -0.19719
607.193 -0.19717
607.1935 -0.19631
607.194 -0.19721
607.1945 -0.19674
607.195 -0.19662
607.1955 -0.19613
607.196 -0.19602
607.1965 -0.19592
607.197 -0.19559
607.1975 -0.19575
607.198 -0.19524
607.1985 -0.19537
607.199 -0.19472
607.1995 -0.19529
607.2 -0.19548
607.2005 -0.19527
607.201 -0.19532
607.2015 -0.19423
607.202 -0.19538
607.2025 -0.19528
607.203 -0.19491
607.2035 -0.19427
607.204 -0.19397
607.2045 -0.1941
607.205 -0.19359
607.2055 -0.19402
607.206 -0.19418
607.2065 -0.19444
607.207 -0.19403
607.2075 -0.19355
607.208 -0.19359
607.2085 -0.19382
607.209 -0.19403
607.2095 -0.19321
607.21 -0.19344
607.2105 -0.19405
607.211 -0.1934
607.2115 -0.19361
607.212 -0.19376
607.2125 -0.19316
607.213 -0.19375
607.2135 -0.19316
607.214 -0.19303
607.2145 -0.19332
607.215 -0.19335
607.2155 -0.19293
607.216 -0.19341
607.2165 -0.19314
607.217 -0.19319
607.2175 -0.19294
607.218 -0.19308
607.2185 -0.193
607.219 -0.19321
607.2195 -0.19287
607.22 -0.19276
607.2205 -0.19261
607.221 -0.19301
607.2215 -0.19313
607.222 -0.19296
607.2225 -0.1928
607.223 -0.19283
607.2235 -0.19323
607.224 -0.19322
607.2245 -0.19288
607.225 -0.19267
607.2255 -0.19285
607.226 -0.19269
607.2265 -0.19278
607.227 -0.19266
607.2275 -0.1926
607.228 -0.19263
607.2285 -0.19278
607.229 -0.19267
607.2295 -0.19279
607.23 -0.19299
607.2305 -0.19235
607.231 -0.19263
607.2315 -0.19222
607.232 -0.19255
607.2325 -0.1925
607.233 -0.19251
607.2335 -0.19248
607.234 -0.19208
607.2345 -0.19252
607.235 -0.19235
607.2355 -0.19236
607.236 -0.19283
607.2365 -0.19269
607.237 -0.19252
607.2375 -0.19246
607.238 -0.19272
607.2385 -0.19256
607.239 -0.1925
607.2395 -0.1925
607.24 -0.19277
607.2405 -0.1925
607.241 -0.19241
607.2415 -0.19236
607.242 -0.19261
607.2425 -0.1923
607.243 -0.19252
607.2435 -0.19244
607.244 -0.19299
607.2445 -0.19212
607.245 -0.19243
607.2455 -0.19278
607.246 -0.19218
607.2465 -0.19226
607.247 -0.19246
607.2475 -0.19256
607.248 -0.19242
607.2485 -0.19273
607.249 -0.19237
607.2495 -0.1923
607.25 -0.19243
