# MET range 978811231 - 979384042
# 12x60 multiple cull dump
# Rows are the 60 angle bins; columns are ESA 1 -- 6 rates and
# uncertainties of combined culls "3" and "2", with the latter
# serving as the base good cull.  Penetrating background has been
# subtracted:  0.049602 +- 0.001934 Hz.  Rates below are in Hz.
#
# histogram bin type DEqabc
# Ion Gun background was subtracted.
# histogram cadence used (688.099 s)
0.000000	0.024129	0.028473	0.021624	0.018454	0.012185	0.026122	0.009519	0.007349	0.010700	0.021421	0.012308
0.049358	0.028214	0.040640	0.022736	0.029088	0.013080	0.024974	0.009450	0.008496	0.010762	0.025365	0.012517
0.000000	0.023437	0.020362	0.020849	0.035468	0.013589	0.029564	0.009725	0.011938	0.010944	0.004333	0.011359
0.000000	0.023084	0.000000	0.017876	0.014201	0.011808	0.023827	0.009380	0.030295	0.011867	0.017478	0.012096
0.000000	0.024129	0.004139	0.019206	0.022708	0.012551	0.034153	0.009992	0.000000	0.009869	0.030623	0.012790
0.020968	0.026094	0.036584	0.022371	0.018454	0.012185	0.036448	0.010123	0.005054	0.010577	0.033252	0.012925
0.016913	0.025777	0.004139	0.019206	0.043975	0.014239	0.047921	0.010753	0.026853	0.011699	0.050341	0.013766
0.008801	0.025131	0.000000	0.016438	0.000000	0.010381	0.014648	0.008801	0.024559	0.011586	0.074002	0.014853
0.004746	0.024801	0.040640	0.022736	0.048229	0.014553	0.042184	0.010443	0.044063	0.012515	0.024051	0.012448
0.029080	0.026717	0.020362	0.020849	0.029088	0.013080	0.047921	0.010753	0.056684	0.013081	0.079261	0.015084
0.008801	0.025131	0.032529	0.022001	0.041849	0.014079	0.055952	0.011173	0.062420	0.013330	0.047712	0.013640
0.004746	0.024801	0.032529	0.022001	0.050356	0.014708	0.063983	0.011578	0.067010	0.013526	0.091091	0.015591
0.000000	0.023084	0.020362	0.020849	0.035468	0.013589	0.089225	0.012768	0.107166	0.015134	0.177850	0.018898
0.000000	0.024129	0.000000	0.017876	0.071623	0.016173	0.154622	0.015429	0.192068	0.018067	0.181793	0.019034
0.025024	0.026407	0.008195	0.019630	0.031215	0.013252	0.151180	0.015300	0.177153	0.017588	0.197568	0.019571
0.065581	0.029357	0.048751	0.023448	0.060989	0.015458	0.092667	0.012922	0.143881	0.016467	0.139729	0.017522
0.029080	0.026717	0.032529	0.022001	0.024835	0.012730	0.066278	0.011692	0.089956	0.014466	0.106866	0.016242
