# # Sample(s) Counts/s
# 234575868	0
# 118	0
# 119	104
# 120	27
121	15
122	19
123	14
124	20
125	14
126	19
127	13
-128	21
-127	15
-126	14
-125	15
-124	15
-123	14
-122	12
-121	14
-120	18
-119	20
-118	20
-117	16
-116	13
-115	19
-114	13
-113	9
-112	17
-111	19
-110	27
-109	11
-108	19
-107	13
-106	17
-105	19
-104	20
-103	18
-102	22
-101	24
-100	20
-99	8
-98	16
-97	18
-96	11
-95	18
-94	14
-93	15
-92	24
-91	19
-90	17
-89	21
-88	15
-87	16
-86	14
-85	18
-84	14
-83	19
-82	18
-81	13
-80	14
-79	12
-78	19
-77	15
-76	25
-75	14
-74	12
-73	14
-72	13
-71	18
-70	22
-69	18
-68	21
-67	18
-66	18
-65	16
-64	12
-63	18
-62	14
-61	18
-60	20
-59	16
-58	25
-57	18
-56	13
-55	18
-54	14
-53	15
-52	19
-51	27
-50	10
-49	20
-48	15
-47	20
-46	19
-45	15
-44	16
-43	15
-42	22
-41	13
-40	22
-39	12
-38	14
-37	11
-36	16
-35	12
-34	16
-33	20
-32	18
-31	20
-30	18
-29	15
-28	11
-27	17
-26	15
-25	21
-24	15
-23	20
-22	21
-21	16
-20	16
-19	14
-18	17
-17	22
-16	19
-15	15
-14	19
-13	20
-12	15
-11	18
-10	18
-9	14
-8	22
-7	21
-6	12
-5	23
-4	11
-3	16
-2	29
-1	22
0	15
1	23
2	19
3	13
4	14
5	19
6	21
7	7
8	17
9	23
10	18
11	20
12	18
13	18
14	15
15	18
16	20
17	19
18	10
19	15
20	14
21	20
22	16
23	19
24	17
25	24
26	14
27	14
28	14
29	23
30	26
31	14
32	17
33	12
34	30
35	16
36	19
37	17
38	8
39	21
40	17
41	17
42	16
43	11
44	12
45	12
46	17
47	15
48	13
49	18
50	16
51	14
52	21
53	21
54	6
55	11
56	14
57	17
58	20
59	20
60	19
61	15
62	23
63	13
64	21
65	23
66	17
67	20
68	12
69	18
70	23
71	0
72	21
73	18
74	14
75	27
76	17
77	17
78	14
79	15
80	24
81	21
82	17
83	16
84	18
85	10
86	16
87	16
88	11
89	14
90	15
91	23
92	15
93	18
94	23
95	21
96	24
97	22
98	15
99	14
100	20
101	10
102	19
103	12
104	14
105	12
106	21
107	18
108	18
109	15
110	19
111	26
112	14
113	19
114	22
115	26
116	20
117	19
118	19
119	20
120	25
121	18
122	15
123	13
124	16
125	21
126	19
127	14
-128	13
-127	25
-126	17
-125	12
-124	14
-123	15
-122	19
-121	24
-120	22
-119	14
-118	12
-117	27
-116	14
-115	20
-114	19
-113	19
-112	18
-111	20
-110	24
-109	15
-108	18
-107	10
-106	25
-105	18
-104	19
-103	17
-102	15
-101	16
-100	19
-99	14
-98	16
-97	17
-96	14
-95	21
-94	14
-93	17
-92	12
-91	18
-90	20
-89	18
-88	16
-87	14
-86	19
-85	19
-84	13
-83	22
-82	13
-81	21
-80	16
-79	27
-78	19
-77	22
-76	14
-75	18
-74	18
-73	19
-72	15
-71	13
-70	23
-69	21
-68	9
-67	16
-66	16
-65	15
-64	15
-63	11
-62	19
-61	15
-60	18
-59	16
-58	18
-57	14
-56	15
-55	15
-54	21
-53	14
-52	14
-51	12
-50	21
-49	13
-48	17
-47	17
-46	14
-45	14
-44	12
-43	11
-42	18
-41	15
-40	18
-39	20
-38	20
-37	12
-36	20
-35	17
-34	16
-33	20
-32	21
-31	25
-30	15
-29	27
-28	16
-27	15
-26	21
-25	16
-24	12
-23	16
-22	12
-21	14
-20	15
-19	17
-18	20
-17	21
-16	15
-15	15
-14	11
-13	12
-12	13
-11	22
-10	24
-9	11
-8	15
-7	16
-6	17
-5	17
-4	17
-3	20
-2	18
-1	14
0	22
1	20
2	15
3	19
4	19
5	14
6	20
7	13
8	18
9	14
10	22
11	21
12	13
13	15
14	18
15	16
16	15
17	19
18	18
19	16
20	21
21	15
22	8
23	17
24	14
25	14
26	15
27	15
28	16
29	26
30	16
31	15
32	23
33	16
34	15
35	17
36	14
37	13
38	16
39	15
40	17
41	20
42	21
43	15
44	11
45	17
46	12
47	17
48	22
49	20
50	13
51	22
52	25
53	22
54	15
55	21
56	19
57	27
58	9
59	16
60	16
61	9
62	16
63	21
64	9
65	20
66	11
67	17
68	17
69	17
70	15
71	16
72	17
73	12
74	18
75	8
76	22
77	19
78	17
79	21
80	18
81	16
82	12
83	20
84	17
85	20
86	18
87	13
88	12
89	18
90	15
91	13
92	15
93	16
94	15
95	21
96	24
97	22
98	14
99	16
100	11
101	19
102	17
103	19
104	19
105	18
106	24
107	13
108	17
109	23
110	23
111	12
112	13
113	10
114	17
115	12
116	19
117	18
118	14
119	17
120	16
121	18
122	18
123	20
124	11
125	13
126	10
127	20
-128	16
-127	19
-126	9
-125	14
-124	22
-123	14
-122	17
-121	23
-120	17
-119	16
-118	13
-117	8
-116	17
-115	16
-114	12
-113	18
-112	20
-111	18
-110	17
-109	13
-108	18
-107	19
-106	14
-105	13
-104	17
-103	19
-102	17
-101	19
-100	18
-99	5
-98	9
-97	18
-96	23
-95	22
-94	23
-93	16
-92	16
-91	24
-90	20
-89	13
-88	16
-87	21
-86	13
-85	16
-84	11
-83	14
-82	13
-81	21
-80	16
-79	19
-78	25
-77	15
-76	24
-75	20
-74	20
-73	16
-72	26
-71	14
-70	13
-69	15
-68	15
-67	20
-66	23
-65	21
-64	16
-63	14
-62	13
-61	19
-60	13
-59	16
-58	23
-57	19
-56	12
-55	18
-54	17
-53	22
-52	21
-51	14
-50	16
-49	21
-48	19
-47	17
-46	18
-45	10
-44	20
-43	21
-42	22
-41	15
-40	16
-39	20
-38	17
-37	16
-36	14
-35	21
-34	11
-33	16
-32	22
-31	22
-30	13
-29	17
-28	14
-27	15
-26	16
-25	21
-24	16
-23	14
-22	16
-21	17
-20	17
-19	17
-18	13
-17	13
-16	19
-15	16
-14	16
-13	14
-12	11
-11	18
-10	18
-9	17
-8	14
-7	19
-6	10
-5	21
-4	15
-3	17
-2	15
-1	15
0	12
1	15
2	25
3	23
4	19
5	17
6	29
7	23
8	13
9	18
10	12
11	10
12	16
13	15
14	21
15	14
16	26
17	18
18	11
19	14
20	23
21	17
22	24
23	14
24	22
25	18
26	21
27	10
28	16
29	20
30	18
31	16
32	16
33	16
34	17
35	18
36	13
37	24
38	15
39	22
40	16
41	18
42	19
43	19
44	15
45	25
46	13
47	15
48	10
49	14
50	19
51	22
52	10
53	17
54	17
55	30
56	18
57	14
58	14
59	17
60	18
61	20
62	20
63	18
64	16
65	15
66	18
67	20
68	16
69	15
70	13
71	22
72	13
73	22
74	17
75	19
76	17
77	13
78	12
79	21
80	21
81	15
82	22
83	14
84	22
85	14
86	20
87	20
88	13
89	19
90	15
91	12
92	13
93	16
94	17
95	16
96	20
97	18
98	24
99	14
100	13
101	20
102	19
103	13
104	20
105	14
106	22
107	18
108	15
109	18
110	15
111	16
112	11
113	24
114	14
115	17
116	21
117	14
118	17
119	18
120	12
121	17
122	16
123	14
124	14
125	29
126	24
127	19
-128	23
-127	13
-126	25
-125	14
-124	19
-123	23
-122	15
-121	17
-120	25
-119	18
-118	13
-117	13
-116	20
-115	19
-114	10
-113	17
-112	20
-111	19
-110	15
-109	21
-108	26
-107	21
-106	20
-105	8
-104	23
-103	21
-102	15
-101	24
-100	19
-99	21
-98	21
-97	18
-96	18
-95	20
-94	21
-93	19
-92	12
-91	23
-90	14
-89	14
-88	18
-87	16
-86	15
-85	23
-84	22
-83	20
-82	19
-81	15
-80	16
-79	18
-78	9
-77	24
-76	14
-75	16
-74	18
-73	22
-72	13
-71	17
-70	17
-69	22
-68	17
-67	14
-66	18
-65	15
-64	19
-63	20
-62	16
-61	12
-60	14
-59	18
-58	18
-57	17
-56	17
-55	16
-54	13
-53	19
-52	18
-51	15
-50	18
-49	16
-48	17
-47	16
-46	16
-45	19
-44	19
-43	13
-42	15
-41	17
-40	15
-39	14
-38	15
-37	18
-36	18
-35	17
-34	13
-33	15
-32	16
-31	17
-30	16
-29	16
-28	11
-27	20
-26	15
-25	20
-24	22
-23	15
-22	10
-21	14
-20	19
-19	16
-18	11
-17	10
-16	15
-15	15
-14	22
-13	20
-12	17
-11	29
-10	22
-9	12
-8	22
-7	20
-6	22
-5	13
-4	23
-3	12
-2	18
-1	18
0	15
1	12
2	23
3	15
4	15
5	9
6	13
7	20
8	21
9	13
10	18
11	15
12	16
13	16
14	18
15	25
16	7
17	15
18	20
19	14
20	17
21	13
22	17
23	22
24	21
25	17
26	19
27	17
28	9
29	16
30	13
31	14
32	20
33	18
34	11
35	16
36	21
37	14
38	13
39	20
40	20
41	13
42	17
43	14
44	13
45	23
46	12
47	16
48	19
49	17
50	14
51	19
52	22
53	15
54	15
55	11
56	19
57	24
58	22
59	16
60	24
61	14
62	18
63	24
64	18
65	10
66	16
67	16
68	11
69	12
70	14
71	15
72	16
73	24
74	19
75	29
76	13
77	16
78	16
79	16
80	13
81	24
82	16
83	17
84	18
85	15
86	17
87	18
88	15
89	18
90	13
91	19
92	15
93	16
94	11
95	20
96	18
97	19
98	22
99	24
100	21
101	15
102	17
103	20
104	19
105	12
106	16
107	22
108	18
109	21
110	20
111	17
112	23
113	23
114	13
115	12
116	20
117	17
118	15
119	21
120	17
121	13
122	17
123	15
124	19
125	14
126	21
127	20
-128	22
-127	19
-126	19
-125	20
-124	16
-123	14
-122	14
-121	18
-120	21
-119	12
-118	17
-117	20
-116	15
-115	16
-114	20
-113	14
-112	16
-111	19
-110	13
-109	21
-108	14
-107	22
-106	17
-105	21
-104	14
-103	25
-102	22
-101	10
-100	19
-99	19
-98	16
-97	19
-96	17
-95	14
-94	22
-93	18
-92	20
-91	14
-90	17
-89	9
-88	15
-87	15
-86	27
-85	15
-84	12
-83	21
-82	20
-81	18
-80	17
-79	18
-78	13
-77	12
-76	18
-75	18
-74	13
-73	18
-72	13
-71	16
-70	20
-69	17
-68	18
-67	17
-66	21
-65	18
-64	16
-63	19
-62	14
-61	26
-60	18
-59	17
-58	13
-57	13
-56	22
-55	19
-54	11
-53	13
-52	12
-51	12
-50	16
-49	17
-48	14
-47	14
-46	16
-45	19
-44	18
