	0.000	-3.329	-0.139	3.176	2.435	0.532
	1.000	-3.329	-0.140	3.175	2.435	0.535
	2.000	-3.328	-0.139	3.176	2.435	0.532
	3.000	-3.330	-0.141	3.175	2.435	0.535
	4.016	-3.329	-0.148	3.167	2.435	0.551
	5.016	-3.327	-0.151	3.162	2.435	0.558
	6.031	-3.331	-0.145	3.172	2.435	0.546
	7.031	-3.329	-0.149	3.166	2.435	0.554
	8.031	-3.332	-0.141	3.177	2.435	0.537
	9.031	-3.332	-0.144	3.173	2.435	0.544
	10.031	-3.331	-0.145	3.172	2.435	0.547
	11.031	-3.335	-0.144	3.176	2.435	0.544
	12.031	-3.332	-0.150	3.168	2.435	0.555
	13.031	-3.330	-0.150	3.166	2.435	0.556
	14.031	-3.333	-0.139	3.180	2.435	0.533
	15.031	-3.333	-0.139	3.181	2.435	0.532
	16.031	-3.335	-0.141	3.180	2.435	0.536
	17.031	-3.334	-0.140	3.181	2.435	0.534
	18.031	-3.333	-0.141	3.178	2.435	0.538
	19.031	-3.332	-0.145	3.172	2.435	0.547
	20.031	-3.333	-0.141	3.177	2.435	0.539
	21.031	-3.333	-0.140	3.178	2.435	0.535
	22.031	-3.332	-0.146	3.173	2.435	0.547
	23.031	-3.332	-0.140	3.177	2.435	0.536
	24.031	-3.333	-0.139	3.180	2.435	0.533
	25.031	-3.333	-0.139	3.180	2.435	0.531
	26.031	-3.333	-0.141	3.178	2.435	0.536
	27.031	-3.332	-0.140	3.178	2.435	0.534
	28.031	-3.333	-0.141	3.178	2.435	0.535
	29.031	-3.331	-0.146	3.171	2.435	0.547
	30.031	-3.332	-0.138	3.179	2.435	0.531
	31.031	-3.332	-0.141	3.177	2.435	0.535
	32.031	-3.331	-0.139	3.179	2.435	0.531
	33.031	-3.330	-0.145	3.171	2.435	0.543
	34.031	-3.328	-0.138	3.175	2.435	0.530
	35.031	-3.331	-0.141	3.176	2.435	0.536
	36.031	-3.325	-0.139	3.172	2.435	0.530
	37.031	-3.324	-0.143	3.166	2.435	0.541
	38.031	-3.324	-0.139	3.171	2.435	0.530
	39.031	-3.320	-0.150	3.156	2.435	0.555
	40.031	-3.324	-0.148	3.161	2.435	0.549
	41.031	-3.324	-0.145	3.164	2.435	0.544
	42.031	-3.320	-0.146	3.159	2.435	0.546
	43.031	-3.318	-0.147	3.156	2.435	0.548
	44.031	-3.317	-0.143	3.160	2.435	0.538
	45.031	-3.316	-0.139	3.164	2.435	0.529
	46.031	-3.316	-0.142	3.160	2.435	0.537
	47.031	-3.314	-0.139	3.160	2.435	0.528
	48.031	-3.312	-0.146	3.152	2.435	0.544
	49.031	-3.311	-0.138	3.158	2.435	0.527
	50.031	-3.305	-0.154	3.137	2.435	0.558
	51.031	-3.307	-0.146	3.147	2.435	0.544
	52.031	-3.308	-0.143	3.150	2.435	0.537
	53.031	-3.298	-0.153	3.130	2.435	0.559
