# x, y, and 1-sigma y values for some data.
-62.8	14.7	5
-54.6	3.1	5
-46.4	25.9	8
-38.2	23.5	9
-30.0	37.2	11
-21.8	48.4	13
-13.6	80.36	16
-5.4	193.8	25
2.8	186.6	24
11.0	268.8	29
19.3	261.1	28
27.5	323.8	32
35.7	330.8	32
43.9	355.1	33
52.1	248.5	27
60.3	208.6	25
68.5	151.9	22
76.7	116.7	19
84.9	60.9	14
93.1	32.5	10
101.3	15.7	9
109.5	16.8	7
117.7	4.0	6
125.9	3.6	5
