	0.000	-1.693	-1.714	-0.036	1.999	0.506
	1.000	-1.692	-1.709	-0.033	1.988	0.506
	2.000	-1.691	-1.727	-0.053	2.056	0.507
	3.000	-1.691	-1.694	-0.018	1.942	0.505
	4.000	-1.687	-1.683	-0.010	1.914	0.506
	5.000	-1.687	-1.690	-0.018	1.940	0.506
	6.000	-1.685	-1.697	-0.027	1.970	0.507
	7.000	-1.688	-1.713	-0.042	2.019	0.507
	8.000	-1.694	-1.709	-0.031	1.985	0.505
	9.000	-1.691	-1.704	-0.028	1.976	0.506
	10.000	-1.687	-1.683	-0.011	1.920	0.505
	11.000	-1.687	-1.677	-0.005	1.896	0.505
	12.000	-1.686	-1.678	-0.006	1.900	0.505
	13.000	-1.686	-1.686	-0.015	1.926	0.506
	14.000	-1.684	-1.696	-0.027	1.967	0.507
	15.000	-1.680	-1.709	-0.045	2.029	0.509
	16.000	-1.684	-1.680	-0.011	1.913	0.506
	17.000	-1.684	-1.679	-0.010	1.910	0.506
	18.000	-1.682	-1.685	-0.019	1.937	0.507
	19.000	-1.682	-1.678	-0.011	1.911	0.507
	20.000	-1.681	-1.681	-0.015	1.922	0.507
	21.000	-1.681	-1.679	-0.013	1.917	0.507
	22.000	-1.679	-1.684	-0.020	1.939	0.508
	23.000	-1.681	-1.697	-0.032	1.977	0.508
	24.000	-1.685	-1.724	-0.056	2.061	0.508
	25.000	-1.686	-1.713	-0.043	2.019	0.507
	26.000	-1.689	-1.734	-0.064	2.090	0.508
	27.000	-1.683	-1.743	-0.078	2.143	0.510
	28.000	-1.684	-1.743	-0.076	2.140	0.509
	29.000	-1.684	-1.686	-0.018	1.948	0.507
	30.000	-1.689	-1.716	-0.043	2.031	0.507
	31.000	-1.692	-1.700	-0.023	1.967	0.505
	32.000	-1.696	-1.716	-0.036	2.009	0.505
	33.000	-1.697	-1.706	-0.025	1.972	0.504
	34.000	-1.691	-1.743	-0.069	2.121	0.507
	35.000	-1.686	-1.709	-0.040	2.026	0.507
	36.000	-1.690	-1.680	-0.005	1.910	0.504
	37.000	-1.688	-1.692	-0.020	1.957	0.505
	38.000	-1.689	-1.690	-0.017	1.946	0.506
	39.000	-1.688	-1.688	-0.015	1.941	0.505
	40.000	-1.687	-1.699	-0.027	1.980	0.506
	41.000	-1.687	-1.704	-0.033	2.000	0.507
	42.000	-1.692	-1.665	0.013	1.847	0.503
	43.000	-1.691	-1.669	0.009	1.856	0.503
	44.000	-1.691	-1.671	0.006	1.864	0.504
	45.000	-1.688	-1.678	-0.004	1.896	0.505
	46.000	-1.688	-1.681	-0.008	1.907	0.505
	47.000	-1.686	-1.682	-0.011	1.914	0.506
	48.000	-1.686	-1.677	-0.005	1.895	0.505
	49.000	-1.686	-1.674	-0.002	1.881	0.505
	50.000	-1.679	-1.709	-0.046	2.029	0.509
	51.000	-1.682	-1.695	-0.029	1.972	0.508
	52.000	-1.682	-1.712	-0.047	2.034	0.508
	53.000	-1.680	-1.703	-0.039	2.008	0.509
	54.000	-1.681	-1.697	-0.031	1.985	0.508
	55.000	-1.680	-1.707	-0.044	2.026	0.509
	56.000	-1.684	-1.726	-0.060	2.081	0.509
	57.000	-1.684	-1.712	-0.045	2.037	0.508
	58.000	-1.686	-1.713	-0.044	2.032	0.507
	59.000	-1.687	-1.700	-0.028	1.982	0.506
	60.000	-1.687	-1.717	-0.046	2.041	0.507
	61.000	-1.689	-1.706	-0.032	1.997	0.506
	62.000	-1.692	-1.683	-0.006	1.909	0.504
	63.000	-1.693	-1.714	-0.037	2.011	0.505
	64.000	-1.693	-1.682	-0.003	1.898	0.503
	65.000	-1.696	-1.695	-0.013	1.930	0.500
	66.000	-1.697	-1.694	-0.012	1.924	0.503
	67.000	-1.692	-1.676	0.001	1.878	0.504
	68.000	-1.690	-1.668	0.008	1.855	0.502
	69.000	-1.688	-1.675	-0.001	1.882	0.504
	70.000	-1.689	-1.677	-0.002	1.883	0.505
	71.000	-1.691	-1.692	-0.016	1.929	0.505
	72.000	-1.690	-1.694	-0.019	1.936	0.505
	73.000	-1.687	-1.677	-0.005	1.889	0.506
	74.000	-1.686	-1.685	-0.014	1.917	0.506
	75.000	-1.684	-1.690	-0.021	1.939	0.507
	76.000	-1.685	-1.681	-0.011	1.906	0.507
	77.000	-1.683	-1.687	-0.019	1.934	0.503
	78.000	-1.679	-1.702	-0.039	1.997	0.507
	79.000	-1.682	-1.686	-0.018	1.929	0.507
	80.000	-1.682	-1.694	-0.028	1.962	0.508
	81.000	-1.681	-1.683	-0.016	1.923	0.508
	82.000	-1.682	-1.686	-0.020	1.933	0.508
	83.000	-1.680	-1.688	-0.023	1.946	0.508
	84.000	-1.681	-1.684	-0.018	1.928	0.508
	85.000	-1.680	-1.685	-0.019	1.930	0.508
	86.000	-1.680	-1.683	-0.018	1.927	0.508
	87.000	-1.685	-1.707	-0.038	1.994	0.508
	88.000	-1.685	-1.716	-0.047	2.025	0.509
	89.000	-1.684	-1.727	-0.061	2.074	0.510
	90.000	-1.688	-1.706	-0.034	1.986	0.508
	91.000	-1.686	-1.705	-0.035	1.991	0.508
	92.000	-1.687	-1.697	-0.025	1.958	0.506
	93.000	-1.688	-1.697	-0.025	1.958	0.507
	94.000	-1.689	-1.698	-0.025	1.958	0.507
