#A	#B
656.3665	-0.19285
656.367	-0.19287
656.3675	-0.19289
656.368	-0.19289
656.3685	-0.19279
656.369	-0.19291
656.3695	-0.19284
656.37	-0.19296
656.3705	-0.19291
656.371	-0.19283
656.3715	-0.19297
656.372	-0.19263
656.3725	-0.1928
656.373	-0.19313
656.3735	-0.19296
656.374	-0.19278
656.3745	-0.19283
656.375	-0.19288
656.3755	-0.19264
656.376	-0.19271
656.3765	-0.19278
656.377	-0.19286
656.3775	-0.19301
656.378	-0.19256
656.3785	-0.19279
656.379	-0.19296
656.3795	-0.19296
656.38	-0.19319
656.3805	-0.19272
656.381	-0.19272
656.3815	-0.19288
656.382	-0.19285
656.3825	-0.19296
656.383	-0.19316
656.3835	-0.19269
656.384	-0.19288
656.3845	-0.19303
656.385	-0.19294
656.3855	-0.19306
656.386	-0.19269
656.3865	-0.19277
656.387	-0.19297
656.3875	-0.19272
656.388	-0.1928
656.3885	-0.19266
656.389	-0.19282
656.3895	-0.19284
656.39	-0.19285
656.3905	-0.19283
656.391	-0.19287
656.3915	-0.19288
656.392	-0.19303
656.3925	-0.19262
656.393	-0.19264
656.3935	-0.19299
656.394	-0.19288
656.3945	-0.19285
656.395	-0.19283
656.3955	-0.19278
656.396	-0.1929
656.3965	-0.19263
656.397	-0.1929
656.3975	-0.19272
656.398	-0.19267
656.3985	-0.19284
656.399	-0.19283
656.3995	-0.19275
656.4	-0.19281
656.4005	-0.19298
656.401	-0.19263
656.4015	-0.19287
656.402	-0.19289
656.4025	-0.19264
656.403	-0.19283
656.4035	-0.1929
656.404	-0.19268
656.4045	-0.19279
656.405	-0.19274
656.4055	-0.1928
656.406	-0.19294
656.4065	-0.19267
656.407	-0.19275
656.4075	-0.19278
656.408	-0.19268
656.4085	-0.19265
656.409	-0.19278
656.4095	-0.19281
656.41	-0.19294
656.4105	-0.19265
656.411	-0.19274
656.4115	-0.19313
656.412	-0.19281
656.4125	-0.19294
656.413	-0.19266
656.4135	-0.19282
656.414	-0.19284
656.4145	-0.19272
656.415	-0.19256
656.4155	-0.19266
656.416	-0.19302
656.4165	-0.1928
656.417	-0.1927
656.4175	-0.19297
656.418	-0.1927
656.4185	-0.19278
656.419	-0.19272
656.4195	-0.19264
656.42	-0.19312
656.4205	-0.19281
656.421	-0.19265
656.4215	-0.1929
656.422	-0.19283
656.4225	-0.19269
656.423	-0.19279
656.4235	-0.19282
656.424	-0.19317
656.4245	-0.19297
656.425	-0.19264
656.4255	-0.19268
656.426	-0.19266
656.4265	-0.19282
656.427	-0.1928
656.4275	-0.19258
656.428	-0.19282
656.4285	-0.19275
656.429	-0.19317
656.4295	-0.19329
656.43	-0.19281
656.4305	-0.19282
656.431	-0.19262
656.4315	-0.19274
656.432	-0.19273
656.4325	-0.19268
656.433	-0.1928
656.4335	-0.19273
656.434	-0.19304
656.4345	-0.19279
656.435	-0.19253
656.4355	-0.19272
656.436	-0.1927
656.4365	-0.19271
656.437	-0.19269
656.4375	-0.19267
656.438	-0.19263
656.4385	-0.19273
656.439	-0.19248
656.4395	-0.19288
656.44	-0.19269
656.4405	-0.19272
656.441	-0.19258
656.4415	-0.19319
656.442	-0.19286
656.4425	-0.19271
656.443	-0.19266
656.4435	-0.19282
656.444	-0.19265
656.4445	-0.19286
656.445	-0.19282
656.4455	-0.19278
656.446	-0.19265
656.4465	-0.19286
656.447	-0.19258
656.4475	-0.19275
656.448	-0.19266
656.4485	-0.19283
656.449	-0.19261
656.4495	-0.19267
656.45	-0.19275
656.4505	-0.19274
656.451	-0.19273
656.4515	-0.19278
656.452	-0.19288
656.4525	-0.19294
656.453	-0.19261
656.4535	-0.19271
656.454	-0.19293
656.4545	-0.19269
656.455	-0.19277
656.4555	-0.19255
656.456	-0.19263
656.4565	-0.19311
656.457	-0.19285
656.4575	-0.19299
656.458	-0.19268
656.4585	-0.19274
656.459	-0.19242
656.4595	-0.19265
656.46	-0.19267
656.4605	-0.19272
656.461	-0.19294
656.4615	-0.19275
656.462	-0.19271
656.4625	-0.19275
656.463	-0.19303
656.4635	-0.19249
656.464	-0.19266
656.4645	-0.19268
656.465	-0.19285
656.4655	-0.19274
656.466	-0.19246
656.4665	-0.19287
656.467	-0.19272
656.4675	-0.19265
656.468	-0.19277
656.4685	-0.19275
656.469	-0.19286
656.4695	-0.19293
656.47	-0.19269
656.4705	-0.19275
656.471	-0.19275
656.4715	-0.19275
656.472	-0.19279
656.4725	-0.19264
656.473	-0.19278
656.4735	-0.19283
656.474	-0.19306
656.4745	-0.19269
656.475	-0.19264
656.4755	-0.19294
656.476	-0.19294
656.4765	-0.19281
656.477	-0.19283
656.4775	-0.19263
656.478	-0.19277
656.4785	-0.19261
656.479	-0.19297
656.4795	-0.1925
656.48	-0.1927
656.4805	-0.1925
656.481	-0.19265
656.4815	-0.19273
656.482	-0.19304
656.4825	-0.19275
656.483	-0.19292
656.4835	-0.19304
656.484	-0.19273
656.4845	-0.19286
656.485	-0.19281
656.4855	-0.19278
656.486	-0.19253
656.4865	-0.19271
656.487	-0.193
656.4875	-0.19277
656.488	-0.19252
656.4885	-0.19266
656.489	-0.19277
656.4895	-0.19271
656.49	-0.19253
656.4905	-0.19283
656.491	-0.19273
656.4915	-0.19281
656.492	-0.19277
656.4925	-0.19265
656.493	-0.19263
656.4935	-0.19249
656.494	-0.19255
656.4945	-0.19268
656.495	-0.19269
656.4955	-0.19253
656.496	-0.19251
656.4965	-0.19266
656.497	-0.19264
656.4975	-0.19292
656.498	-0.19307
656.4985	-0.19275
656.499	-0.19267
656.4995	-0.19274
656.5	-0.1928
656.5005	-0.1926
656.501	-0.19264
656.5015	-0.19275
656.502	-0.19298
656.5025	-0.19252
656.503	-0.19332
656.5035	-0.19266
656.504	-0.19255
656.5045	-0.19257
656.505	-0.19266
656.5055	-0.19281
656.506	-0.19256
656.5065	-0.19291
656.507	-0.19255
656.5075	-0.19266
656.508	-0.19299
656.5085	-0.19277
656.509	-0.19278
656.5095	-0.19271
656.51	-0.19275
656.5105	-0.19258
656.511	-0.19249
656.5115	-0.19269
656.512	-0.19271
656.5125	-0.19275
656.513	-0.19258
656.5135	-0.19252
656.514	-0.19272
656.5145	-0.19261
656.515	-0.19274
656.5155	-0.19283
656.516	-0.19271
656.5165	-0.19275
656.517	-0.19255
656.5175	-0.19268
656.518	-0.19267
656.5185	-0.19274
656.519	-0.19274
656.5195	-0.19275
656.52	-0.1925
656.5205	-0.19269
656.521	-0.19271
656.5215	-0.1927
656.522	-0.19274
656.5225	-0.19282
656.523	-0.19272
656.5235	-0.19274
656.524	-0.19258
656.5245	-0.19261
656.525	-0.1926
656.5255	-0.19263
656.526	-0.19249
656.5265	-0.19271
656.527	-0.19248
656.5275	-0.19258
656.528	-0.19292
656.5285	-0.19314
656.529	-0.19281
656.5295	-0.19286
656.53	-0.19277
656.5305	-0.19256
656.531	-0.19245
656.5315	-0.19279
656.532	-0.19277
656.5325	-0.19305
656.533	-0.19252
656.5335	-0.19266
656.534	-0.19267
656.5345	-0.19268
656.535	-0.1926
656.5355	-0.19277
656.536	-0.19277
656.5365	-0.19269
656.537	-0.19274
656.5375	-0.19269
656.538	-0.19273
656.5385	-0.19273
656.539	-0.19271
656.5395	-0.19276
656.54	-0.19253
656.5405	-0.19319
656.541	-0.19278
656.5415	-0.19254
656.542	-0.19264
656.5425	-0.19259
656.543	-0.19264
656.5435	-0.19263
656.544	-0.19289
656.5445	-0.19266
656.545	-0.19275
656.5455	-0.19247
656.546	-0.19283
656.5465	-0.19288
656.547	-0.19263
656.5475	-0.1926
656.548	-0.19244
656.5485	-0.1927
656.549	-0.19281
656.5495	-0.19263
656.55	-0.19266
656.5505	-0.19305
656.551	-0.19267
656.5515	-0.19295
656.552	-0.19263
656.5525	-0.19262
656.553	-0.19247
656.5535	-0.19266
656.554	-0.19286
656.5545	-0.1925
656.555	-0.19259
656.5555	-0.19283
656.556	-0.19254
656.5565	-0.19272
656.557	-0.19263
656.5575	-0.19285
656.558	-0.19258
656.5585	-0.19256
656.559	-0.1927
656.5595	-0.1926
656.56	-0.1928
656.5605	-0.1929
656.561	-0.19285
656.5615	-0.19261
656.562	-0.19255
656.5625	-0.19255
656.563	-0.19261
656.5635	-0.19256
656.564	-0.19261
656.5645	-0.19256
656.565	-0.19266
656.5655	-0.19271
656.566	-0.19271
656.5665	-0.19268
656.567	-0.19267
656.5675	-0.19267
656.568	-0.19267
656.5685	-0.19267
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
656.569	-0.19254
